Timestamp;TSP [ug/m3];PM10 [ug/m3];PM4 [ug/m3];PM2,5 [ug/m3];PM1 [ug/m3];PMcoarse [ug/m3];Inhalable [ug/m3];Thoracic [ug/m3];Respirable [ug/m3];pm10-IAQ [ug/m3];pm2,5-IAQ [ug/m3];pm1-IAQ [ug/m3]
10/1/2023 10:17:23;81;31;15;7;2;24;58;37;13;35;5;2
10/1/2023 10:18:23;61;23;12;6;2;17;41;26;10;25;4;2
10/1/2023 10:19:23;50;26;14;6;2;20;41;30;12;29;4;1
10/1/2023 10:20:23;59;30;14;6;2;23;48;35;12;33;5;1
10/1/2023 10:21:23;79;24;13;6;2;18;98;28;11;26;4;2
10/1/2023 10:22:23;39;27;14;6;2;20;35;30;12;29;5;2
10/1/2023 10:23:23;75;29;15;7;2;21;51;32;13;30;5;2
10/1/2023 10:24:23;59;23;13;6;2;17;43;28;11;25;5;2
10/1/2023 10:25:23;39;26;14;6;2;20;35;29;12;28;4;2
10/1/2023 10:26:23;39;25;12;5;2;20;35;29;10;29;4;2
10/1/2023 10:27:23;65;28;16;7;2;21;48;32;13;30;5;2
10/1/2023 10:28:23;42;20;11;5;2;15;32;22;9;22;4;2
10/1/2023 10:29:23;29;23;13;6;2;17;27;24;11;24;4;2
10/1/2023 10:30:23;35;21;11;5;2;15;29;23;9;22;4;1
10/1/2023 10:31:23;35;25;12;5;2;19;31;27;11;27;4;1
10/1/2023 10:32:23;54;23;13;6;2;17;39;25;11;24;4;1
10/1/2023 10:33:23;82;25;15;7;2;18;52;28;12;25;5;2
10/1/2023 10:34:23;32;23;13;6;2;17;29;25;11;25;4;2
10/1/2023 10:35:23;42;26;14;6;2;20;36;29;12;29;4;2
10/1/2023 10:36:23;73;24;12;5;2;18;49;28;11;25;4;2
10/1/2023 10:37:23;89;25;15;7;3;17;51;27;13;25;6;2
10/1/2023 10:38:23;46;25;14;6;2;18;35;26;12;26;5;2
10/1/2023 10:39:23;40;26;14;6;2;19;34;28;12;28;5;1
10/1/2023 10:40:23;34;22;12;6;2;15;29;23;10;23;4;2
10/1/2023 10:41:23;86;22;13;6;2;16;49;24;11;23;4;2
10/1/2023 10:42:23;45;35;22;9;2;26;40;36;18;36;7;2
10/1/2023 10:43:23;79;31;17;8;3;23;55;35;14;34;6;2
10/1/2023 10:44:23;37;23;12;5;2;17;32;26;10;26;4;1
10/1/2023 10:45:23;76;20;13;6;2;14;42;21;10;20;4;1
10/1/2023 10:46:23;48;26;14;6;2;20;40;30;12;28;4;1
10/1/2023 10:47:23;145;21;12;5;2;15;63;24;10;23;4;1
10/1/2023 10:48:23;50;26;13;5;2;20;41;31;11;29;4;1
10/1/2023 10:49:23;38;25;14;6;2;18;32;27;12;25;5;2
10/1/2023 10:50:23;43;20;11;5;2;15;33;23;9;22;4;2
10/1/2023 10:51:23;65;23;13;6;2;17;43;26;11;24;4;2
10/1/2023 10:52:23;44;23;13;6;2;17;35;26;11;25;5;2
10/1/2023 10:53:23;53;25;14;6;2;18;40;27;12;25;5;2
10/1/2023 10:54:23;151;29;15;6;2;23;132;35;13;33;5;2
10/1/2023 10:55:23;33;29;17;7;2;21;30;28;14;29;5;1
10/1/2023 10:56:23;64;33;16;6;2;26;54;40;14;37;5;2
10/1/2023 10:57:23;46;32;17;7;3;24;41;34;14;35;6;2
10/1/2023 10:58:23;163;32;19;9;3;23;79;36;16;33;7;2
10/1/2023 10:59:23;29;22;15;7;3;14;25;22;12;21;5;2
10/1/2023 11:00:23;35;21;13;6;3;14;28;22;11;21;5;2
10/1/2023 11:01:23;34;25;15;7;4;17;30;26;12;25;6;3
10/1/2023 11:02:23;53;26;14;7;3;19;41;29;12;28;5;2
10/1/2023 11:03:23;68;26;13;6;2;20;51;33;11;30;4;2
10/1/2023 11:04:23;67;30;17;7;2;23;51;35;14;32;5;2
10/1/2023 11:05:23;40;27;16;7;2;19;35;29;13;28;5;2
10/1/2023 11:06:23;106;26;13;6;3;19;113;32;12;29;5;2
10/1/2023 11:07:23;98;49;24;9;3;39;80;58;20;55;7;2
10/1/2023 11:08:23;140;51;26;10;3;40;97;60;22;57;8;3
10/1/2023 11:09:23;214;40;20;8;3;31;111;50;17;44;6;2
10/1/2023 11:10:23;528;52;24;9;3;43;238;71;21;60;7;2
10/1/2023 11:11:23;210;42;18;7;3;34;159;52;16;49;5;2
10/1/2023 11:12:23;138;43;21;8;3;34;89;51;19;49;6;2
10/1/2023 11:13:23;113;45;21;8;3;36;86;56;18;50;6;3
10/1/2023 11:14:23;238;44;24;10;3;34;124;55;20;48;8;3
10/1/2023 11:15:23;381;72;29;10;3;61;419;100;26;86;8;2
10/1/2023 11:16:23;125;48;26;11;3;36;83;53;22;51;8;2
10/1/2023 11:17:23;63;33;18;8;3;25;50;37;16;36;6;2
10/1/2023 11:18:23;228;38;19;8;3;30;111;46;16;42;6;2
10/1/2023 11:19:23;94;34;16;7;3;27;67;42;14;38;5;2
10/1/2023 11:20:23;237;41;20;9;3;31;125;49;18;46;7;2
10/1/2023 11:21:23;131;39;20;9;3;30;84;47;18;43;7;3
10/1/2023 11:22:23;69;36;18;8;3;28;57;42;16;41;6;3
10/1/2023 11:23:23;49;35;18;8;3;26;45;38;16;37;6;2
10/1/2023 11:24:23;75;37;21;9;3;28;54;38;18;38;7;2
10/1/2023 11:25:23;73;47;25;11;3;36;63;51;21;50;8;3
10/1/2023 11:26:23;54;39;20;9;3;30;49;42;17;43;7;2
10/1/2023 11:27:23;42;32;18;8;3;24;38;33;15;34;6;2
10/1/2023 11:28:23;102;36;18;8;3;27;67;41;16;40;6;3
10/1/2023 11:29:23;58;35;19;8;3;26;50;40;16;38;6;3
10/1/2023 11:30:23;104;39;21;9;3;29;71;44;17;41;7;2
10/1/2023 11:31:23;68;36;19;8;3;27;57;43;16;40;6;2
10/1/2023 11:32:23;115;45;21;9;3;35;84;55;18;51;7;3
10/1/2023 11:33:23;129;35;18;8;3;27;80;43;15;38;6;2
10/1/2023 11:34:23;109;34;17;7;3;26;70;39;14;37;5;2
10/1/2023 11:35:23;153;38;21;9;3;29;89;44;18;41;7;3
10/1/2023 11:36:23;98;43;25;10;4;32;70;47;21;46;8;3
10/1/2023 11:37:23;85;48;24;9;4;38;72;55;21;53;7;3
10/1/2023 11:38:23;108;47;23;9;3;37;80;54;20;52;7;3
10/1/2023 11:39:23;241;33;18;8;3;24;110;38;15;35;6;3
10/1/2023 11:40:23;68;38;20;9;4;29;56;43;17;42;7;3
10/1/2023 11:41:23;100;33;19;9;3;24;61;35;16;35;7;3
10/1/2023 11:42:23;114;34;16;7;3;26;70;39;14;39;6;3
10/1/2023 11:43:23;85;38;21;9;3;28;63;42;18;41;7;3
10/1/2023 11:44:23;131;36;18;8;3;27;178;43;16;40;6;3
10/1/2023 11:45:23;70;30;16;7;3;22;49;33;13;33;6;2
10/1/2023 11:46:23;101;35;20;9;4;26;63;37;17;37;7;3
10/1/2023 11:47:23;203;48;23;10;3;38;159;56;20;54;7;3
10/1/2023 11:48:23;183;34;18;8;3;26;87;37;16;37;6;3
10/1/2023 11:49:23;92;32;18;7;3;24;106;34;15;35;6;2
10/1/2023 11:50:23;94;31;16;8;3;23;59;35;14;35;6;3
10/1/2023 11:51:23;63;23;14;7;3;16;42;25;12;24;5;2
10/1/2023 11:52:23;50;28;14;7;3;21;43;33;12;31;5;2
10/1/2023 11:53:23;49;31;19;9;3;22;41;33;16;32;7;3
10/1/2023 11:54:23;124;27;15;7;3;19;69;31;13;29;6;3
10/1/2023 11:55:23;247;27;16;8;3;18;112;33;13;27;6;3
10/1/2023 11:56:23;91;37;20;9;3;28;112;41;17;39;7;3
10/1/2023 11:57:23;137;29;14;6;3;22;83;39;12;33;5;3
10/1/2023 11:58:23;38;27;15;7;3;19;34;28;12;28;5;2
10/1/2023 11:59:23;71;28;16;7;3;20;48;30;13;29;6;3
10/1/2023 12:00:23;93;30;16;8;3;22;62;37;14;33;6;3
10/1/2023 12:01:23;74;28;14;7;3;21;51;32;12;30;5;3
10/1/2023 12:02:23;77;25;15;7;3;18;49;28;13;26;6;3
10/1/2023 12:03:23;104;35;18;9;3;26;72;43;15;39;6;3
10/1/2023 12:04:23;121;27;14;7;3;20;69;31;12;29;5;2
10/1/2023 12:05:23;70;27;15;7;3;20;47;29;13;29;5;2
10/1/2023 12:06:23;99;33;19;9;3;24;67;39;16;34;7;2
10/1/2023 12:07:23;205;37;20;9;3;28;107;42;17;39;7;2
10/1/2023 12:08:23;86;27;14;7;3;20;57;33;12;29;5;2
10/1/2023 12:09:23;163;36;19;9;3;27;83;42;16;39;7;3
10/1/2023 12:10:23;46;31;16;7;3;23;41;33;14;34;5;2
10/1/2023 12:11:23;90;33;18;8;3;25;63;40;15;36;6;2
10/1/2023 12:12:23;81;30;16;7;3;23;57;35;14;32;5;2
10/1/2023 12:13:23;31;21;13;6;3;14;26;22;10;21;5;2
10/1/2023 12:14:23;184;22;11;5;3;16;83;27;9;24;4;2
10/1/2023 12:15:23;49;24;12;6;3;17;39;28;10;26;5;2
10/1/2023 12:16:23;89;29;16;7;3;21;60;35;13;31;6;2
10/1/2023 12:17:23;78;28;14;7;3;21;54;33;12;31;5;2
10/1/2023 12:18:23;79;23;12;6;3;16;46;25;11;25;5;2
10/1/2023 12:19:23;512;50;23;9;3;41;510;85;20;58;7;2
10/1/2023 12:20:23;348;38;19;9;3;29;263;53;16;43;7;2
10/1/2023 12:21:23;187;32;16;7;3;25;191;41;14;36;5;2
10/1/2023 12:22:23;167;31;16;7;3;23;80;35;14;33;6;2
10/1/2023 12:23:23;149;26;14;7;3;19;80;32;12;28;5;2
10/1/2023 12:24:23;196;31;16;7;3;23;95;39;14;34;5;2
10/1/2023 12:25:23;77;30;17;8;3;21;55;35;14;31;6;2
10/1/2023 12:26:23;129;32;18;8;3;24;79;39;15;34;6;2
10/1/2023 12:27:23;56;29;15;7;3;21;45;34;13;31;5;3
10/1/2023 12:28:23;313;30;16;7;3;23;145;43;14;33;6;3
10/1/2023 12:29:23;154;39;19;8;4;31;340;50;16;44;6;3
10/1/2023 12:30:23;114;28;16;8;3;19;62;29;13;29;6;3
10/1/2023 12:31:23;210;24;13;6;3;17;94;31;11;26;5;3
10/1/2023 12:32:23;34;23;14;7;4;15;28;23;11;23;5;3
10/1/2023 12:33:23;243;20;12;6;3;14;104;26;10;21;5;3
10/1/2023 12:34:23;123;26;12;6;3;19;69;32;11;29;4;2
10/1/2023 12:35:23;719;39;17;8;4;31;347;83;15;46;6;3
10/1/2023 12:36:23;82;31;19;9;3;23;106;36;16;32;6;3
10/1/2023 12:37:23;53;27;15;8;4;19;42;30;13;28;6;3
10/1/2023 12:38:23;195;31;15;7;3;24;143;39;13;37;6;3
10/1/2023 12:39:23;50;28;16;8;4;20;42;32;14;30;6;3
10/1/2023 12:40:23;29;25;15;7;4;17;76;25;13;26;5;3
10/1/2023 12:41:23;56;23;13;7;4;15;38;25;11;25;5;3
10/1/2023 12:42:23;64;24;15;7;4;17;42;26;12;24;6;3
10/1/2023 12:43:23;45;28;15;8;4;19;39;31;13;30;6;3
10/1/2023 12:44:23;111;39;21;10;4;29;77;47;17;43;7;3
10/1/2023 12:45:23;152;31;18;9;4;21;80;34;15;32;7;3
10/1/2023 12:46:23;451;35;18;8;4;27;190;47;15;39;6;3
10/1/2023 12:47:23;179;40;22;10;4;30;100;46;19;43;8;3
10/1/2023 12:48:23;36;28;17;8;4;19;32;29;14;29;6;3
10/1/2023 12:49:23;63;36;22;11;4;25;49;37;18;36;8;3
10/1/2023 12:50:23;95;29;17;9;4;20;65;37;14;30;7;3
10/1/2023 12:51:23;223;55;32;13;4;41;117;59;27;56;10;3
10/1/2023 12:52:23;313;48;29;13;4;34;158;56;24;49;10;3
10/1/2023 12:53:23;92;39;21;10;4;28;66;44;18;42;8;3
10/1/2023 12:54:23;47;35;19;9;4;26;43;37;17;37;7;3
10/1/2023 12:55:23;42;29;17;8;4;20;36;30;14;30;6;3
10/1/2023 12:56:23;49;29;16;7;4;22;91;34;13;32;5;3
10/1/2023 12:57:23;123;31;19;9;4;22;69;34;16;32;7;3
10/1/2023 12:58:23;312;40;21;10;4;30;431;50;18;44;8;3
10/1/2023 12:59:23;195;41;22;10;4;30;161;50;19;44;8;3
10/1/2023 13:00:23;74;37;22;10;4;26;53;38;18;38;8;3
10/1/2023 13:01:23;57;28;16;9;4;19;44;31;14;30;7;4
10/1/2023 13:02:23;67;36;19;9;4;27;54;41;16;39;7;4
10/1/2023 13:03:23;90;31;20;9;4;21;108;36;17;31;7;3
10/1/2023 13:04:23;78;35;21;10;4;25;57;39;18;35;7;3
10/1/2023 13:05:23;218;39;25;12;4;27;151;42;20;39;9;3
10/1/2023 13:06:23;88;30;18;9;4;20;61;36;15;32;7;3
10/1/2023 13:07:23;26;23;14;8;4;15;24;23;12;24;6;3
10/1/2023 13:08:23;61;26;15;8;4;18;93;30;12;28;6;3
10/1/2023 13:09:23;36;22;12;7;4;14;30;23;10;23;6;3
10/1/2023 13:10:23;55;25;15;8;4;17;89;28;13;26;6;3
10/1/2023 13:11:23;170;38;22;11;6;26;93;41;19;39;9;5
10/1/2023 13:12:23;300;35;18;9;4;25;190;46;16;39;7;3
10/1/2023 13:13:23;51;32;18;9;4;23;92;35;15;34;7;3
10/1/2023 13:14:23;115;36;22;11;5;24;166;38;18;36;8;4
10/1/2023 13:15:23;45;32;18;9;5;22;89;34;16;34;7;4
10/1/2023 13:16:23;130;38;20;9;5;28;129;44;17;41;7;4
10/1/2023 13:17:23;284;42;25;12;5;29;129;45;21;43;10;4
10/1/2023 13:18:23;166;49;27;12;5;37;90;53;24;53;9;4
10/1/2023 13:19:23;97;54;27;12;5;42;80;60;23;60;9;4
10/1/2023 13:20:23;156;47;25;11;5;36;94;52;21;50;8;4
10/1/2023 13:21:23;133;51;29;12;5;38;91;57;25;53;9;4
10/1/2023 13:22:23;40;29;18;9;4;19;36;30;15;30;7;4
10/1/2023 13:23:23;45;28;16;8;4;19;38;31;13;30;6;3
10/1/2023 13:24:23;40;22;12;7;4;14;33;25;10;24;5;3
10/1/2023 13:25:23;63;25;16;8;4;16;42;26;13;25;6;3
10/1/2023 13:26:23;172;33;16;8;4;25;101;44;14;38;6;3
10/1/2023 13:27:23;83;27;16;8;4;19;54;31;13;29;6;3
10/1/2023 13:28:23;55;22;13;7;4;14;39;25;11;23;6;3
10/1/2023 13:29:23;57;31;20;10;5;20;44;33;17;31;8;4
10/1/2023 13:30:23;64;24;14;8;4;16;45;28;12;25;6;3
10/1/2023 13:31:23;88;24;14;7;4;17;200;28;11;26;6;3
10/1/2023 13:32:23;42;27;16;8;4;18;35;28;13;28;6;3
10/1/2023 13:33:23;162;26;17;8;4;17;70;26;14;26;6;3
10/1/2023 13:34:23;288;24;13;7;4;16;110;27;11;26;5;3
10/1/2023 13:35:23;70;21;13;7;4;13;43;23;11;22;5;3
10/1/2023 13:36:23;67;24;14;8;4;16;46;28;12;25;6;3
10/1/2023 13:37:23;28;26;16;8;4;18;27;26;13;27;6;3
10/1/2023 13:38:23;133;28;17;9;4;19;123;33;14;28;7;3
10/1/2023 13:39:23;115;27;16;8;4;18;117;33;13;27;6;3
10/1/2023 13:40:23;186;36;20;9;5;26;93;42;17;38;7;4
10/1/2023 13:41:23;58;35;21;10;5;25;47;37;17;36;8;4
10/1/2023 13:42:23;334;50;25;12;5;38;162;61;21;56;9;4
10/1/2023 13:43:23;268;41;25;11;5;29;183;47;21;41;9;4
10/1/2023 13:44:23;56;27;16;7;4;20;92;31;13;29;6;3
10/1/2023 13:45:23;68;32;17;8;4;23;53;37;14;34;6;3
10/1/2023 13:46:23;41;25;14;8;4;17;83;27;12;26;6;3
10/1/2023 13:47:23;275;43;19;9;4;34;243;56;16;50;7;3
10/1/2023 13:48:23;99;32;19;10;4;22;63;35;16;32;7;3
10/1/2023 13:49:23;99;29;17;8;4;20;59;32;15;30;6;3
10/1/2023 13:50:23;225;45;24;11;4;34;117;54;20;49;8;3
10/1/2023 13:51:23;98;47;25;11;4;35;122;52;21;50;8;3
10/1/2023 13:52:23;88;26;16;8;4;17;50;26;14;25;6;3
10/1/2023 13:53:23;166;30;18;9;4;21;78;34;15;32;7;3
10/1/2023 13:54:23;75;32;19;9;4;23;57;38;16;34;7;3
10/1/2023 13:55:23;178;36;21;10;4;26;89;41;17;39;8;3
10/1/2023 13:56:23;165;51;30;14;5;37;154;59;26;53;11;4
10/1/2023 13:57:23;126;39;23;11;5;27;78;43;20;40;9;4
10/1/2023 13:58:23;762;60;29;13;4;47;535;93;25;67;10;3
10/1/2023 13:59:23;92;37;21;10;4;26;65;42;18;38;8;3
10/1/2023 14:00:23;47;25;14;7;4;17;84;26;12;26;5;3
10/1/2023 14:01:23;29;20;12;6;4;13;74;22;10;22;5;3
10/1/2023 14:02:23;270;46;28;13;4;33;128;50;23;46;10;3
10/1/2023 14:03:23;233;41;20;9;4;31;167;51;17;46;7;3
10/1/2023 14:04:23;134;31;16;8;4;23;81;40;14;35;6;3
10/1/2023 14:05:23;133;38;19;9;4;28;88;48;16;42;7;3
10/1/2023 14:06:23;43;27;13;7;3;19;38;30;12;30;5;3
10/1/2023 14:07:23;76;22;13;7;3;15;43;23;11;24;5;3
10/1/2023 14:08:23;95;31;17;8;3;23;112;37;15;33;6;3
10/1/2023 14:09:23;69;23;14;7;3;16;44;25;12;24;5;3
10/1/2023 14:10:23;46;29;18;8;3;20;38;31;15;30;6;3
