Timestamp;TSP [ug/m3];PM10 [ug/m3];PM4 [ug/m3];PM2,5 [ug/m3];PM1 [ug/m3];PMcoarse [ug/m3];Inhalable [ug/m3];Thoracic [ug/m3];Respirable [ug/m3];pm10-IAQ [ug/m3];pm2,5-IAQ [ug/m3];pm1-IAQ [ug/m3]
7/1/2023 07:04:46;128;34;12;9;5;25;91;50;11;44;7;4
7/1/2023 07:04:52;214;46;26;12;5;33;128;59;22;49;9;4
7/1/2023 07:04:58;139;63;29;12;5;50;111;78;24;70;9;4
7/1/2023 07:05:04;69;48;22;10;4;37;63;53;18;55;8;3
7/1/2023 07:05:10;194;41;17;9;5;32;132;68;15;49;7;4
7/1/2023 07:05:16;408;36;27;13;5;22;679;47;22;31;10;4
7/1/2023 07:05:22;36;35;22;9;5;25;35;34;19;35;7;4
7/1/2023 07:05:28;132;33;18;10;5;23;88;46;15;36;7;4
7/1/2023 07:05:34;122;53;29;13;5;40;95;66;24;57;10;4
7/1/2023 07:05:40;195;47;22;9;4;37;134;72;19;54;7;3
7/1/2023 07:05:46;112;53;22;10;5;43;94;67;19;63;8;4
7/1/2023 07:05:52;332;46;23;10;5;35;167;55;20;52;8;4
7/1/2023 07:05:58;52;47;26;12;5;34;51;48;23;51;9;4
7/1/2023 07:06:04;72;57;22;10;5;47;73;64;20;70;8;4
7/1/2023 07:06:10;41;39;24;11;5;28;40;38;20;40;8;4
7/1/2023 07:06:16;97;48;28;11;4;36;77;57;24;49;9;3
7/1/2023 07:06:22;206;52;25;11;4;40;128;63;22;59;8;3
7/1/2023 07:06:28;180;31;22;11;5;20;97;36;18;28;8;4
7/1/2023 07:06:34;321;43;27;12;5;30;157;48;23;44;9;4
7/1/2023 07:06:40;130;42;23;9;4;33;92;54;20;47;7;3
7/1/2023 07:06:46;64;55;30;12;4;42;61;56;26;58;9;3
7/1/2023 07:06:52;205;59;34;16;5;42;141;79;28;61;12;4
7/1/2023 07:06:58;57;55;34;16;4;39;58;56;30;58;12;3
7/1/2023 07:07:04;129;42;22;11;4;31;90;52;19;46;8;3
7/1/2023 07:07:10;238;40;22;11;4;28;138;56;18;42;9;3
7/1/2023 07:07:16;136;46;20;10;4;35;105;67;18;54;8;3
7/1/2023 07:07:22;80;36;22;10;5;26;61;42;17;35;7;4
7/1/2023 07:07:28;262;57;28;12;5;45;162;77;24;63;9;4
7/1/2023 07:07:34;224;51;32;15;5;35;132;60;25;50;12;4
7/1/2023 07:07:40;58;39;22;9;4;30;50;41;18;39;7;3
7/1/2023 07:07:46;70;26;13;6;4;20;55;37;12;30;5;3
7/1/2023 07:07:52;44;42;28;12;4;29;40;38;22;40;9;3
7/1/2023 07:07:58;57;39;22;9;4;30;50;42;19;40;7;3
7/1/2023 07:08:04;400;34;17;9;4;25;228;75;15;40;7;3
7/1/2023 07:08:10;70;33;18;8;4;25;540;39;15;36;6;3
7/1/2023 07:08:16;82;55;31;15;6;40;70;59;26;58;11;5
7/1/2023 07:08:22;71;46;25;13;5;32;63;52;21;51;10;4
7/1/2023 07:08:28;83;66;31;14;7;51;82;74;28;77;11;6
7/1/2023 07:08:34;373;53;25;13;8;40;197;72;23;62;10;7
7/1/2023 07:08:40;130;39;22;10;7;29;94;57;19;41;8;5
7/1/2023 07:08:46;350;57;30;15;8;42;179;64;24;61;11;6
7/1/2023 07:08:52;44;38;25;14;7;23;40;37;21;37;11;6
7/1/2023 07:08:58;84;46;25;15;8;31;69;53;21;49;11;6
7/1/2023 07:09:04;199;33;16;11;8;22;128;57;15;41;9;6
7/1/2023 07:09:10;45;42;23;13;7;28;46;44;20;46;10;5
7/1/2023 07:09:16;265;90;58;25;6;65;171;98;47;89;19;5
7/1/2023 07:09:22;69;56;31;14;6;42;61;55;25;58;11;5
7/1/2023 07:09:28;71;51;29;16;7;35;61;52;23;54;12;6
7/1/2023 07:09:34;36;35;25;13;6;22;34;34;22;34;10;5
7/1/2023 07:09:40;39;38;28;15;7;23;36;35;23;36;11;5
7/1/2023 07:09:46;53;49;29;13;5;36;51;48;25;50;10;4
7/1/2023 07:09:52;571;50;25;8;4;42;253;61;23;56;6;3
7/1/2023 07:09:58;359;33;17;8;4;25;177;49;15;36;6;3
7/1/2023 07:10:04;54;47;32;15;5;32;49;46;26;46;11;4
7/1/2023 07:10:10;66;59;28;11;5;47;65;60;24;64;9;4
7/1/2023 07:10:16;53;46;28;10;4;36;49;45;23;46;7;3
7/1/2023 07:10:22;37;36;25;11;5;24;33;32;20;33;9;4
7/1/2023 07:10:28;190;41;25;11;4;30;111;49;21;42;8;3
7/1/2023 07:10:34;37;34;22;11;4;22;35;32;18;34;8;3
7/1/2023 07:10:40;50;44;29;13;5;30;44;41;24;42;10;4
7/1/2023 07:10:46;61;25;12;7;4;17;47;32;10;27;6;3
7/1/2023 07:10:52;71;38;13;6;5;31;62;47;11;46;5;4
7/1/2023 07:10:58;60;42;28;14;5;28;51;43;23;41;11;4
7/1/2023 07:11:04;65;47;35;18;6;28;52;44;27;42;14;5
7/1/2023 07:11:10;68;55;25;11;6;44;67;60;22;64;8;5
7/1/2023 07:11:16;61;54;32;15;6;38;57;53;27;54;11;5
7/1/2023 07:11:22;88;63;33;13;5;50;80;68;28;67;10;4
7/1/2023 07:11:28;59;51;32;16;6;34;55;51;27;53;12;5
7/1/2023 07:11:34;653;70;21;9;5;60;317;98;19;90;7;4
7/1/2023 07:11:40;596;43;31;14;5;28;264;50;25;39;11;4
7/1/2023 07:11:46;156;46;25;12;5;34;105;59;20;48;9;4
7/1/2023 07:11:52;51;33;21;10;5;23;42;35;18;32;8;4
7/1/2023 07:11:58;100;39;24;11;5;28;74;49;19;39;8;4
7/1/2023 07:12:04;75;39;24;12;5;27;59;44;19;38;9;4
7/1/2023 07:12:10;1547;57;27;12;5;45;589;94;23;66;9;4
7/1/2023 07:12:16;110;53;25;12;5;41;91;66;22;60;9;4
7/1/2023 07:12:22;199;33;19;10;5;23;114;45;16;35;7;4
7/1/2023 07:12:28;131;43;25;12;5;30;96;60;21;46;9;4
7/1/2023 07:12:34;160;64;32;14;5;49;120;78;28;73;11;4
7/1/2023 07:12:40;548;60;21;10;4;50;297;100;19;75;8;3
7/1/2023 07:12:46;235;68;31;12;4;56;153;83;27;79;9;3
7/1/2023 07:12:52;88;53;23;12;5;41;78;62;19;62;9;4
7/1/2023 07:12:58;188;38;20;7;4;30;110;48;18;41;6;3
7/1/2023 07:13:04;71;46;25;11;4;35;61;50;20;48;8;3
7/1/2023 07:13:10;108;57;22;11;4;46;95;73;20;69;8;3
7/1/2023 07:13:16;89;58;27;11;4;46;80;66;24;65;8;3
7/1/2023 07:13:22;175;52;23;9;4;42;126;74;21;61;7;3
7/1/2023 07:13:28;459;34;26;13;4;21;213;45;21;32;10;3
7/1/2023 07:13:34;201;74;33;13;4;60;150;96;29;85;10;3
7/1/2023 07:13:40;165;54;29;14;5;40;115;68;24;58;11;4
7/1/2023 07:13:46;57;53;32;14;5;39;55;52;27;55;11;4
7/1/2023 07:13:52;373;81;29;12;5;68;241;118;26;100;9;4
7/1/2023 07:13:58;56;56;42;18;5;37;49;48;33;49;14;4
7/1/2023 07:14:04;180;120;55;16;4;103;162;134;47;133;12;3
7/1/2023 07:14:10;1333;189;84;30;6;158;700;255;74;219;23;5
7/1/2023 07:14:16;599;209;106;34;7;174;404;245;94;233;26;5
7/1/2023 07:14:22;201;136;69;25;5;111;185;155;62;151;19;4
7/1/2023 07:14:28;355;98;57;21;4;77;240;132;48;101;16;3
7/1/2023 07:14:34;202;98;50;20;5;77;157;111;42;107;15;4
7/1/2023 07:14:40;412;78;37;16;4;62;229;97;32;88;12;3
7/1/2023 07:14:46;187;65;34;14;4;51;134;82;29;69;10;3
7/1/2023 07:14:52;253;82;40;16;4;66;183;110;33;91;12;3
7/1/2023 07:14:58;73;64;36;14;4;49;69;64;30;66;11;3
7/1/2023 07:15:04;1086;57;31;14;4;43;367;60;26;60;10;3
7/1/2023 07:15:10;148;50;28;11;4;38;105;63;25;53;9;3
7/1/2023 07:15:16;199;53;26;10;4;42;139;78;24;59;8;3
7/1/2023 07:15:22;161;55;30;14;4;41;113;67;25;58;11;3
7/1/2023 07:15:28;154;45;22;9;4;36;106;60;19;49;7;3
7/1/2023 07:15:34;78;58;31;14;4;44;69;60;25;62;11;3
7/1/2023 07:15:40;139;63;29;12;5;50;113;81;26;72;9;4
7/1/2023 07:15:46;83;57;35;14;4;42;70;58;29;57;11;3
7/1/2023 07:15:52;89;57;25;10;4;47;82;67;22;66;8;3
7/1/2023 07:15:58;76;55;21;9;4;45;76;66;21;68;7;3
7/1/2023 07:16:04;68;50;31;13;5;36;60;52;26;50;10;4
7/1/2023 07:16:10;60;57;34;13;4;43;59;56;29;59;10;3
7/1/2023 07:16:16;112;54;25;11;5;42;93;67;22;62;9;4
7/1/2023 07:16:22;91;47;27;11;4;35;73;54;22;48;8;3
7/1/2023 07:16:28;48;47;32;14;5;33;43;42;26;43;10;4
7/1/2023 07:16:34;115;57;25;9;4;48;97;72;22;66;7;3
7/1/2023 07:16:40;68;59;35;15;4;44;64;59;30;61;11;3
7/1/2023 07:16:46;120;41;28;13;4;27;81;47;23;39;10;3
7/1/2023 07:16:52;196;50;25;10;4;39;136;75;22;56;8;3
7/1/2023 07:16:58;110;53;24;9;4;44;92;67;21;61;7;3
7/1/2023 07:17:04;149;48;24;11;4;37;105;61;20;53;8;3
7/1/2023 07:17:10;271;60;29;13;4;47;185;97;25;68;10;3
7/1/2023 07:17:16;323;64;37;16;5;48;198;91;30;66;12;3
7/1/2023 07:17:22;69;43;19;10;5;33;65;53;17;52;7;4
7/1/2023 07:17:28;167;64;27;10;5;54;125;80;24;75;8;4
7/1/2023 07:17:34;909;79;31;12;4;67;419;104;28;95;9;3
7/1/2023 07:17:40;117;73;42;19;5;53;99;80;34;76;14;4
7/1/2023 07:17:46;159;47;20;9;4;37;113;65;17;56;7;3
7/1/2023 07:17:52;76;56;33;14;5;42;68;59;28;58;10;4
7/1/2023 07:17:58;55;47;26;10;5;37;54;50;23;51;8;4
7/1/2023 07:18:04;358;43;18;8;5;34;184;60;16;51;6;4
7/1/2023 07:18:10;74;57;27;13;5;44;70;62;23;65;10;4
7/1/2023 07:18:16;368;41;20;10;5;31;188;59;18;47;7;4
7/1/2023 07:18:22;185;50;23;10;4;40;130;73;21;58;7;3
7/1/2023 07:18:28;649;47;18;8;4;38;297;70;18;58;6;3
7/1/2023 07:18:34;94;45;27;11;4;33;73;53;22;46;9;3
7/1/2023 07:18:40;67;46;26;12;4;34;60;51;22;50;9;3
7/1/2023 07:18:46;177;60;25;11;4;49;132;81;23;72;8;3
7/1/2023 07:18:52;64;51;29;12;4;38;58;52;24;53;9;3
7/1/2023 07:18:58;230;55;19;9;3;46;146;72;17;67;7;3
7/1/2023 07:19:04;60;51;29;11;4;39;54;49;24;51;9;3
7/1/2023 07:19:10;81;65;32;11;4;53;77;69;28;72;9;3
7/1/2023 07:19:16;117;66;30;12;5;54;102;80;27;77;9;4
7/1/2023 07:19:22;1091;53;29;13;5;39;368;58;24;56;10;4
7/1/2023 07:19:28;163;75;49;21;4;54;123;86;40;73;16;3
7/1/2023 07:19:34;188;75;25;9;4;65;153;105;23;92;7;3
7/1/2023 07:19:40;45;42;26;11;4;30;41;39;21;41;9;3
7/1/2023 07:19:46;210;56;24;9;4;46;137;72;23;68;7;3
7/1/2023 07:19:52;656;48;22;9;4;39;332;86;20;54;7;3
7/1/2023 07:19:58;63;61;35;14;4;46;64;62;30;64;11;3
7/1/2023 07:20:04;129;77;42;16;4;61;110;86;35;82;12;3
7/1/2023 07:20:10;114;50;22;8;4;41;94;66;19;58;6;3
7/1/2023 07:20:16;141;85;33;12;5;72;129;103;30;103;9;4
7/1/2023 07:20:22;87;73;31;13;4;60;91;82;29;88;10;3
7/1/2023 07:20:28;574;66;34;13;4;53;259;71;29;72;10;3
7/1/2023 07:20:34;150;70;28;10;4;60;123;88;24;82;8;3
7/1/2023 07:20:40;67;59;35;15;4;44;65;60;29;62;11;3
7/1/2023 07:20:46;255;89;29;11;4;77;191;119;25;108;8;3
7/1/2023 07:20:52;179;66;31;12;4;54;132;84;27;75;9;3
7/1/2023 07:20:58;640;60;42;15;4;45;289;73;34;54;12;3
7/1/2023 07:21:04;176;54;28;12;4;42;127;76;25;63;9;3
7/1/2023 07:21:10;238;47;23;10;4;36;144;65;19;53;8;3
7/1/2023 07:21:16;881;78;35;15;5;62;436;124;30;90;12;4
7/1/2023 07:21:22;150;71;40;16;5;55;120;86;34;74;12;4
7/1/2023 07:21:28;448;76;41;18;4;58;259;105;34;81;13;3
7/1/2023 07:21:34;122;92;39;17;5;75;120;104;34;109;13;4
7/1/2023 07:21:40;195;91;47;18;4;72;147;101;39;97;14;3
7/1/2023 07:21:46;147;61;38;16;5;44;104;66;31;59;12;4
7/1/2023 07:21:52;273;90;35;14;5;76;201;122;30;105;10;4
7/1/2023 07:21:58;67;66;45;17;5;49;65;64;39;65;13;4
7/1/2023 07:22:04;118;85;44;17;4;68;106;91;37;91;13;3
7/1/2023 07:22:10;347;61;33;13;5;48;179;67;27;64;10;4
7/1/2023 07:22:16;379;84;50;20;4;64;206;90;41;85;15;3
7/1/2023 07:22:22;396;81;40;16;4;64;219;95;34;89;12;3
7/1/2023 07:22:28;291;92;38;15;5;76;214;130;33;109;12;4
7/1/2023 07:22:34;430;90;41;17;4;73;245;111;35;102;13;3
7/1/2023 07:22:40;291;82;34;13;4;68;196;108;31;97;10;3
7/1/2023 07:22:46;254;93;42;18;5;75;192;123;37;107;13;4
7/1/2023 07:22:52;109;92;46;18;5;73;109;99;41;104;14;4
7/1/2023 07:22:58;981;112;46;14;5;98;476;146;41;131;11;4
7/1/2023 07:23:04;161;100;42;15;4;84;143;115;36;114;11;3
7/1/2023 07:23:10;380;70;40;18;4;52;217;89;33;74;13;3
7/1/2023 07:23:16;617;107;53;22;5;85;309;118;47;122;17;4
7/1/2023 07:23:22;183;83;45;16;5;66;141;98;37;85;12;4
7/1/2023 07:23:28;450;85;44;17;5;68;253;107;40;96;13;4
7/1/2023 07:23:34;539;87;45;18;5;69;326;136;39;96;13;4
7/1/2023 07:23:40;226;79;37;14;4;64;166;103;32;89;11;3
7/1/2023 07:23:46;740;107;36;14;4;94;392;151;34;136;10;3
7/1/2023 07:23:52;174;77;35;15;6;62;142;100;31;89;11;4
7/1/2023 07:23:58;113;72;37;15;5;57;100;82;32;80;11;4
7/1/2023 07:24:04;399;73;49;22;5;51;211;83;40;70;16;4
7/1/2023 07:24:10;242;87;40;16;5;71;179;113;34;99;12;4
7/1/2023 07:24:16;196;93;41;18;5;74;162;118;35;109;14;4
7/1/2023 07:24:22;1191;73;35;14;5;59;436;91;31;82;11;4
7/1/2023 07:24:28;164;84;40;14;6;69;622;102;36;95;11;4
7/1/2023 07:24:34;404;93;46;17;4;76;232;109;40;104;13;3
7/1/2023 07:24:40;360;106;44;14;5;91;248;142;39;124;11;4
7/1/2023 07:24:46;236;124;50;20;5;103;204;154;44;148;15;4
7/1/2023 07:24:52;107;90;46;17;5;73;102;92;38;96;13;4
7/1/2023 07:24:58;120;81;42;18;4;63;105;88;35;87;13;3
7/1/2023 07:25:04;389;95;41;17;5;77;256;131;36;112;13;4
7/1/2023 07:25:10;536;94;38;15;5;79;311;133;35;113;11;4
7/1/2023 07:25:16;1762;108;41;14;5;94;1181;153;38;132;11;4
7/1/2023 07:25:22;100;80;48;18;4;61;86;77;39;78;14;3
7/1/2023 07:25:28;406;101;46;16;5;85;274;144;40;115;12;4
7/1/2023 07:25:34;406;103;55;20;5;82;262;134;46;111;15;4
7/1/2023 07:25:40;226;108;46;18;5;89;185;134;39;124;14;4
7/1/2023 07:25:46;185;78;43;18;5;59;137;90;36;82;14;4
7/1/2023 07:25:52;152;86;41;18;6;67;129;100;35;96;14;4
7/1/2023 07:25:58;94;79;44;20;6;58;89;81;38;84;15;5
7/1/2023 07:26:04;131;85;36;13;5;72;125;103;34;102;10;4
7/1/2023 07:26:10;111;86;57;24;5;62;98;86;47;85;18;4
7/1/2023 07:26:16;591;96;43;17;5;78;326;127;37;109;13;4
7/1/2023 07:26:22;782;89;43;17;5;71;382;118;39;104;13;4
7/1/2023 07:26:28;151;87;46;20;6;66;128;101;39;95;15;4
7/1/2023 07:26:34;248;93;53;23;6;70;182;116;44;99;18;4
7/1/2023 07:26:40;404;83;47;17;5;65;221;95;38;85;13;4
7/1/2023 07:26:46;153;88;52;22;5;65;125;96;42;89;17;4
7/1/2023 07:26:52;243;79;35;14;5;64;177;106;30;89;11;4
7/1/2023 07:26:58;157;94;51;20;5;74;131;104;43;98;15;4
7/1/2023 07:27:04;175;88;43;18;5;69;142;105;36;97;13;4
7/1/2023 07:27:10;669;85;41;19;5;66;330;110;36;97;14;4
7/1/2023 07:27:16;147;83;47;19;5;64;120;92;38;87;15;4
7/1/2023 07:27:22;267;103;45;17;5;86;205;134;39;122;13;4
7/1/2023 07:27:28;113;68;32;11;5;57;101;81;29;78;9;4
7/1/2023 07:27:34;90;69;46;22;6;47;79;69;38;68;17;4
7/1/2023 07:27:40;290;75;34;16;5;59;187;97;29;85;12;4
7/1/2023 07:27:46;584;93;34;12;5;81;337;137;31;115;9;4
7/1/2023 07:27:52;591;98;47;19;5;79;335;135;40;110;14;4
7/1/2023 07:27:58;90;70;42;18;5;52;81;71;35;70;13;4
7/1/2023 07:28:04;90;79;42;17;5;61;89;82;36;86;13;4
7/1/2023 07:28:10;205;66;43;18;5;47;141;82;36;63;14;4
7/1/2023 07:28:16;132;70;33;12;5;57;113;87;30;80;9;4
7/1/2023 07:28:22;477;94;47;19;5;75;276;124;41;105;14;4
7/1/2023 07:28:28;150;108;57;23;6;85;134;114;47;116;17;4
7/1/2023 07:28:34;248;69;29;12;5;57;164;89;26;83;9;4
7/1/2023 07:28:40;349;117;59;25;6;91;248;148;49;128;19;5
7/1/2023 07:28:46;162;71;36;16;6;54;125;85;33;80;12;4
7/1/2023 07:28:52;151;102;50;21;7;81;134;111;41;113;16;5
